crop_name,district_support,district_category,climate_zone,crop_duration_days,growth_stage,stage_start_day,stage_end_day,activity,guidance,water_requirement,fertilizer_requirement,monitoring_requirement,expected_outcome,risk_factor,government_recommendation
Brinjal,"Vellore,Krishnagiri,Dharmapuri,Erode,Coimbatore",CENTRAL_ZONE,HOT,180,Land Preparation,1,7,Brinjal Field Preparation,"Plough to 20-25 cm depth. Apply FYM at 25 tonnes per hectare. Form raised beds of 1.2 m width. Apply Trichoderma viride at 2.5 kg per hectare. Add neem cake at 200 kg per hectare for nematode and soil pest control. Ensure good drainage.",MEDIUM,Organic Compost,Weekly,Good Soil Structure; Disease Suppression,Nematode; Wilt,Apply neem cake as soil treatment to manage root-knot nematode which is a serious constraint in brinjal cultivation in light sandy soils of Vellore district.
Brinjal,"Vellore,Krishnagiri,Dharmapuri,Erode,Coimbatore",CENTRAL_ZONE,HOT,180,Nursery Preparation,5,25,Brinjal Nursery Management,"Sow brinjal seeds at 1 g per metre row in sterilized nursery beds. Apply Carbendazim 0.1% at 10 days to prevent damping off. Seedlings ready at 25-30 days. Water twice daily. Apply Azospirillum and PSB as nursery bed treatment for biofertilizer benefits.",HIGH,Phosphorus Rich,Every 3 Days,Healthy Seedling Production,Damping Off,Use raised nursery beds in brinjal to prevent damping off which is common during wet season in Tamil Nadu. Sterilize nursery soil before sowing.
Brinjal,"Vellore,Krishnagiri,Dharmapuri,Erode,Coimbatore",CENTRAL_ZONE,HOT,180,Transplanting,25,30,Brinjal Transplanting,"Transplant 25-30 day old seedlings at 75 cm x 60 cm spacing. Apply Carbofuran at 25 g per hill at planting hole for nematode and stem borer control. Irrigate immediately. Stake tall varieties. Apply Carbendazim 0.1% root dip before transplanting.",HIGH,Balanced NPK,Daily,Uniform Establishment,Wilt; Root Knot Nematode,Use nematode-resistant rootstock grafting technique for brinjal in nematode-endemic areas as recommended by TNAU for Vellore district.
Brinjal,"Vellore,Krishnagiri,Dharmapuri,Erode,Coimbatore",CENTRAL_ZONE,HOT,180,Pest Monitoring,20,170,Shoot and Fruit Borer Monitoring,"Shoot and Fruit Borer (Leucinodes orbonalis) is the most critical pest of brinjal. Install pheromone traps at 5 per acre from 20 days. Cut and destroy dead shoots daily. Apply Emamectin Benzoate 5 SG at 0.4 g per litre at 10-day intervals during fruiting stage.",MEDIUM,Balanced NPK,Every 3 Days,Pest-Free Fruits; Maximum Marketable Yield,Shoot and Fruit Borer; Jassids,Release Trichogramma chilonis egg cards at 5 cards per hectare per week during peak flowering stage for biological control of brinjal shoot and fruit borer.
Brinjal,"Vellore,Krishnagiri,Dharmapuri,Erode,Coimbatore",CENTRAL_ZONE,HOT,180,Harvest,90,180,Brinjal Harvesting,"Harvest brinjal fruits at tender stage (before seeds harden) every 5-7 days. Fruits should be shiny and firm. Use sharp knife or pruning shear. Grade: Super grade (uniform size, no damage), Regular grade (minor blemishes). Market in ventilated bamboo baskets to prevent bruising.",LOW,Balanced NPK,Daily,Continuous Yield Over Picking Season,Post-Harvest Damage; Over-Ripening,Regular harvesting every 5-7 days improves total yield by maintaining plant vigour. Avoid delayed harvest as it reduces fruit quality and plant productivity.
Okra,"Vellore,Salem,Dharmapuri,Krishnagiri,Tiruvannamalai",CENTRAL_ZONE,HOT,75,Land Preparation,1,5,Okra Field Preparation,"Plough to 20-25 cm depth. Apply FYM at 20 tonnes per hectare. Level and form ridges at 45 cm spacing. Apply Trichoderma viride at 2.5 kg per hectare mixed with FYM for soil-borne disease management. In sandy soils of Vellore district, apply neem cake at 250 kg per hectare.",MEDIUM,Organic Compost,Weekly,Good Soil Structure,Root Rot; Nematode,Okra can be grown year-round in Tamil Nadu. Kharif (June-July) and summer (January-February) crops are most common in Vellore and Salem districts.
Okra,"Vellore,Salem,Dharmapuri,Krishnagiri,Tiruvannamalai",CENTRAL_ZONE,HOT,75,Seed Selection,3,5,Hybrid Seed Selection and Treatment,"Select hybrids: Arka Anamika, CO 1, Varsha Uphar, or Kashi Vibhuti for Tamil Nadu. Treat seeds with Thiram 3 g per kg. Soak seeds in water for 12 hours before sowing to improve germination rate. Inoculate with Azospirillum and PSB at 25 g each per kg seed.",LOW,Balanced NPK,Weekly,Uniform Germination,Poor Germination; Seed-Borne Disease,Choose YVMV (Yellow Vein Mosaic Virus) resistant okra varieties for areas with high whitefly pressure to prevent crop failure from virus disease.
Okra,"Vellore,Salem,Dharmapuri,Krishnagiri,Tiruvannamalai",CENTRAL_ZONE,HOT,75,Sowing,5,7,Okra Sowing,"Sow 2 seeds per hill at 2-3 cm depth. Maintain spacing of 45 cm x 30 cm. Apply basal fertilizer: 25 kg nitrogen, 25 kg phosphorus, and 25 kg potassium per hectare. Thin to one plant per hill at 10-12 days. Gap fill missing hills within 10 days.",MEDIUM,Phosphorus Rich,Weekly,Uniform Plant Stand,Poor Germination; Waterlogging,Do not sow okra seeds deeper than 3 cm as it reduces germination. Shallow sowing ensures faster emergence especially in heavy soils.
Okra,"Vellore,Salem,Dharmapuri,Krishnagiri,Tiruvannamalai",CENTRAL_ZONE,HOT,75,Vegetative Growth,10,35,Growth Stage Management,"Apply first nitrogen top dress at 15 kg urea per hectare at 20 days after sowing. Hand weed at 20 and 35 days. Monitor for whitefly and yellow vein mosaic virus. Remove and destroy virus-infected plants immediately. Apply Imidacloprid 17.8 SL at 0.5 ml per litre to control whitefly.",MEDIUM,Nitrogen Rich,Weekly,Healthy Vegetative Growth,YVMV; Whitefly,Rogue out YVMV (Yellow Vein Mosaic Virus) infected plants as soon as symptoms appear to prevent spread through whitefly vectors.
Okra,"Vellore,Salem,Dharmapuri,Krishnagiri,Tiruvannamalai",CENTRAL_ZONE,HOT,75,Pest Monitoring,15,70,Shoot Borer and Whitefly Monitoring,"Install yellow sticky traps at 5 per acre for whitefly monitoring. Inspect plants daily for shoot borer damage. If shoot borer incidence above 5%, apply Quinalphos 25 EC at 2 ml per litre. Alternately apply Neem Oil 2% spray for organic management.",MEDIUM,Balanced NPK,Every 3 Days,Pest-Free Crop; Virus Prevention,Shoot Borer; Whitefly; YVMV,Maintain field sanitation by removing alternate weed hosts of whitefly around okra fields to reduce virus disease pressure.
Okra,"Vellore,Salem,Dharmapuri,Krishnagiri,Tiruvannamalai",CENTRAL_ZONE,HOT,75,Harvest,45,75,Okra Harvesting,"Harvest okra pods at tender stage: 5-7 days after flower opening, when 8-10 cm long. Harvesting every 2-3 days maintains tenderness. Use gloves to avoid skin irritation from trichomes. Grade: A grade (8-10 cm, light green, tender), B grade (10-12 cm). Pack in cool ventilated boxes.",LOW,Balanced NPK,Daily,Continuous Tender Pod Production,Over-Maturity; Bruising,Okra turns fibrous within 2-3 days of optimum harvest stage. Harvest regularly every 2 days to maintain tender quality and ensure continuous yield.
Turmeric,"Erode,Coimbatore,Salem,Dharmapuri,Namakkal",WESTERN_ZONE,HOT,240,Land Preparation,1,15,Pit or Bed Preparation for Turmeric,"Plough to 25-30 cm depth. Apply FYM at 25 tonnes per hectare and neem cake at 2 tonnes per hectare. Form raised beds of 1 m width and 20 cm height or flat beds for irrigated conditions. In Erode red loamy soils, add gypsum at 400 kg per hectare for sulphur requirement.",MEDIUM,Organic Compost,Weekly,Good Soil Aeration; Root Development,Rhizome Rot; Root Knot Nematode,Erode district is the major turmeric producing area in Tamil Nadu. Deep bed preparation with neem cake incorporation reduces rhizome rot and nematode problems significantly.
Turmeric,"Erode,Coimbatore,Salem,Dharmapuri,Namakkal",WESTERN_ZONE,HOT,240,Seed Selection,10,15,Rhizome Selection and Treatment,"Select healthy mother rhizomes of 50-70 g weight with 2-3 buds from disease-free crop. Preferred varieties: Erode Local, BSR 1, CO 1, Sugandham. Treat rhizomes with Mancozeb 0.3% for 30 minutes and dry in shade before planting. Apply Trichoderma viride 10 g per kg as bio-treatment.",LOW,Balanced NPK,Weekly,Disease-Free Planting Material,Rhizome Rot; Nematode,Use rhizomes from BSR 1 and CO 1 varieties that give high curcumin content (4-5%) preferred by spice processing industry in Erode district.
Turmeric,"Erode,Coimbatore,Salem,Dharmapuri,Namakkal",WESTERN_ZONE,HOT,240,Sowing,15,20,Rhizome Planting,"Plant rhizomes at 5-7 cm depth in furrows or pits. Maintain spacing of 30 cm x 20 cm. Apply basal fertilizer: 60 kg nitrogen, 60 kg phosphorus, and 120 kg potassium per hectare. Cover with soil and mulch with paddy straw or sugarcane trash at 10 tonnes per hectare.",MEDIUM,Phosphorus Rich,Weekly,Uniform Sprouting; Moisture Conservation,Poor Sprouting; Soil Crust,Mulching with paddy straw or sugarcane trash after planting conserves soil moisture, controls weeds, and maintains soil temperature for better rhizome sprouting.
Turmeric,"Erode,Coimbatore,Salem,Dharmapuri,Namakkal",WESTERN_ZONE,HOT,240,Vegetative Growth,30,120,Growth Stage Management,"Apply second nitrogen dose at 30 kg urea per hectare at 60 days. Third dose at 30 kg urea per hectare at 120 days. Earth up rows at 40-45 days to encourage new rhizome development. Irrigate at 7-10 day intervals. Remove weeds regularly. Replenish mulch as it decomposes.",MEDIUM,Nitrogen Rich,Weekly,Healthy Rhizome Development,Rhizome Rot; Leaf Blotch,Apply potassium in 3 split doses: at planting, at 45 days, and at 90 days to ensure continuous potassium availability for rhizome filling.
Turmeric,"Erode,Coimbatore,Salem,Dharmapuri,Namakkal",WESTERN_ZONE,HOT,240,Disease Monitoring,30,200,Rhizome Rot and Leaf Blotch Monitoring,"Scout for rhizome rot: yellowing and wilting of leaves with brown discolouration of stem at soil level. Remove and destroy affected plants. Drench soil around affected areas with Copper Oxychloride 0.3% solution. For leaf blotch: oval brown spots on leaves, spray Mancozeb 0.2%.",MEDIUM,Balanced NPK,Weekly,Disease-Free Stand; Good Rhizome Quality,Rhizome Rot; Leaf Blotch,Avoid waterlogging in turmeric field as it is the primary cause of rhizome rot. Ensure proper drainage especially during monsoon season.
Turmeric,"Erode,Coimbatore,Salem,Dharmapuri,Namakkal",WESTERN_ZONE,HOT,240,Harvest Preparation,220,230,Pre-Harvest Indicators,"Harvest turmeric when leaves turn yellow and stems begin to dry. This occurs at 8-9 months after planting. Stop irrigation 2 weeks before harvest. Conduct test harvest of 5 clumps to check rhizome development. Curcumin content is maximum at this stage.",LOW,Potassium Rich,Weekly,Maximum Curcumin Content; Good Rhizome Yield,Low Curcumin Content; Undersized Rhizomes,Harvest turmeric at correct maturity (8-9 months) to get maximum curcumin content which determines market price in Erode spice market.
Turmeric,"Erode,Coimbatore,Salem,Dharmapuri,Namakkal",WESTERN_ZONE,HOT,240,Harvest,231,240,Turmeric Harvesting and Processing,"Harvest by digging clumps with spade or fork. Separate mother rhizomes (seed purpose) from fingers (commercial purpose). Boil fingers in water for 45-60 minutes until soft froth appears. Dry on clean floor for 10-15 days until moisture reduces to 10-12%. Polish in drum polisher or manually.",LOW,Balanced NPK,Daily,High Quality Dry Turmeric for Market,Post-Harvest Discolouration; Low Recovery,Cure turmeric by boiling within 2-3 days of harvest. Delayed boiling reduces curcumin content and market quality. Erode turmeric market sets quality standards for national and export markets.
